,ROI000,ROI001,ROI002,ROI003,ROI004,ROI005,ROI006,ROI007,ROI008,ROI009,ROI010,ROI011,ROI012,ROI013,ROI014,ROI015,ROI016,ROI017,ROI018,ROI019,ROI020,ROI021,ROI022,ROI023,ROI024,ROI025,ROI026,ROI027,ROI028,ROI029,ROI030,ROI031,ROI032,ROI033,ROI034,ROI035,ROI036,ROI037,ROI038,ROI039,ROI040,ROI041,ROI042,ROI043,ROI044,ROI045,ROI046,ROI047,ROI048,ROI049,ROI050,ROI051,ROI052,ROI053,ROI054,ROI055,ROI056,ROI057,ROI058,ROI059,ROI060,ROI061,ROI062,ROI063,ROI064,ROI065,ROI066,ROI067,ROI068,ROI069,ROI070,ROI071,ROI072,ROI073,ROI074,ROI075,ROI076,ROI077,ROI078,ROI079,ROI080,ROI081,ROI082,ROI083,ROI084,ROI085,ROI086,ROI087,ROI088,ROI089,ROI090,ROI091,ROI092,ROI093,ROI094,ROI095,ROI096,ROI097,ROI098,ROI099,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135,ROI136,ROI137,ROI138,ROI139,ROI140,ROI141,ROI142,ROI143,ROI144,ROI145,ROI146,ROI147,ROI148,ROI149,ROI150,ROI151,ROI152,ROI153,ROI154,ROI155,ROI156
0 days 00:06:21,0.00765313,-0.00559373,0.0240531,0.0290699,-0.02166,-0.0109359,0.0207911,0.0756568,-0.00758812,0.00135239,0.00840335,0.00734679,-0.0362402,-0.0106961,-0.026369,0.0177474,-0.0116631,-0.0109379,0.00827212,-0.0252832,0.039722,0.00534845,0.00722561,-0.0366484,-0.00329699,-0.00862231,-0.0242227,0.01468,-0.0116518,-0.0120709,-0.0109666,0.0255008,-0.00161239,0.0175294,-0.0120089,0.0185327,-0.0552801,-2.08194e-05,0.02327,0.00818521,-0.0144986,-0.00485838,0.0262387,-0.0184868,-0.0422629,-0.035471,-0.0377342,-0.0263234,-0.042555,-0.0315835,-0.00142814,0.0206287,-0.00375173,-0.0477942,-0.0396511,0.0212575,-0.00611906,-0.0105932,-0.0271845,0.0296774,0.0118237,0.0031897,0.0296069,-0.0188839,-0.067949,0.0383053,-0.0195467,0.0222613,0.00578854,-0.00762529,0.00613486,-0.0451752,0.00613268,-0.00867878,-0.00753947,-0.00883687,-0.0164149,0.0173287,-0.002995,-0.00896026,-0.00815467,0.00274536,-0.0117447,-0.0132586,0.0340609,-0.00880005,-0.00905493,-0.0019829,0.00164654,0.0300602,-0.00583535,0.022532,-0.0113256,-0.00948959,-0.0509312,-0.0322806,0.0568651,-0.0201517,-0.0138862,-0.00984947,-0.0256858,-0.00785937,0.00450769,-0.024984,0.0313893,-0.0131572,0.0304611,-0.081443,0.0241416,0.0348447,0.0122787,0.0134602,-0.0085913,-0.0612517,-0.023674,-0.0165886,0.0169496,0.0327403,0.0118761,0.0121659,0.0138586,0.0509869,0.0199996,-0.0127533,0.00132135,-0.015267,0.0413853,0.0285667,-0.0207045,-0.0083041,-0.00212305,-0.0296395,0.0327745,-0.0244221,-0.0275053,0.0274961,0.0123518,-0.0400671,-0.0266225,-0.0243502,0.011835,0.0108708,-0.0712887,0.0107214,-0.00975637,0.0162027,0.00195362,-0.0394177,-0.0328515,0.0102583,-0.0342104,-0.000839015,-0.00362711,-0.007737,-0.00421014,0.00279698,0.0344333
0 days 00:06:22.500000,0.0219525,-0.00403,0.0224885,0.057959,-0.0166727,-0.000640143,-0.0255373,0.0527927,-0.0279009,-0.00767261,-0.0154675,-0.05362,-0.0481783,-0.0542205,-0.00702324,0.0107561,-0.00706265,0.00460243,-0.00157566,-0.0269663,0.0393771,-0.0148579,0.0207722,0.00938688,0.0303437,0.00804205,0.010716,-0.0281206,0.0178495,-0.00216379,-0.0396543,-0.0244731,0.00224236,0.0339203,0.0127416,-0.00411896,-0.0674458,-0.0257209,-0.0142814,0.00543878,0.00290275,-0.0170014,0.000519978,-0.0148438,-0.00350416,-0.00271631,-0.0170237,-0.0303414,-0.0528887,-0.00792081,0.00159566,0.0101066,-0.00816578,-0.0702049,-0.0330197,-0.00543415,0.0401036,-0.0256244,-0.0141879,0.0249349,0.0170356,-0.0334301,0.0356041,-0.0290816,-0.0645994,0.041016,-0.00898957,0.0484446,0.0486669,-0.0261341,-0.00449714,-0.0518249,0.0250217,-0.00272665,0.00253908,-0.0292035,-0.0187878,0.0294737,0.0135151,0.0121894,-0.032313,-0.0306782,0.00381402,-0.0191445,0.00440208,-0.0298852,0.00825876,-0.00715629,0.030818,0.0335544,-0.0157361,0.0197306,-0.00692747,-0.053731,-0.0350353,-0.0466399,0.0681492,-0.00803678,0.0168856,0.00908009,-0.0282835,-0.0371264,0.0387779,-0.00606114,0.0370854,0.0208505,0.0135206,-0.0785715,0.00236819,0.0587912,0.0027594,-0.0101046,-0.0190154,-0.0573757,-0.0355075,-0.00377795,-0.004977,0.047204,0.0183191,-0.00924588,0.0210229,0.0819595,0.0324015,-0.00293951,-0.0234364,-0.0459919,0.026345,-0.0274163,-0.00213468,-0.0162643,0.023141,-0.00698212,0.00889797,0.00737016,-0.00149161,0.0177163,0.0318494,-0.0054834,-0.0265848,-0.00113948,-0.00864335,0.0258108,-0.074709,0.0373208,0.0193568,0.0381531,-0.0208401,-0.0214168,0.00242942,0.0335877,-0.0302308,0.0402856,0.00762102,0.00560726,-0.0155422,0.0278175,0.0396777
0 days 00:06:24,0.0137514,0.030916,0.0161586,0.0514146,0.0159736,0.0201552,-0.065656,0.0276246,0.0139695,-0.0285376,-0.0327229,-0.0801519,-0.0473597,-0.0917891,0.0422782,0.0105848,-0.0120799,0.0164572,0.00450518,0.001271,0.0196186,-0.029434,0.011325,0.0417641,0.0640273,-0.027752,0.0272349,-0.0643701,0.0414357,0.0372444,-0.0630174,-0.0525698,0.00612922,0.0206952,0.0318937,0.00304488,-0.0543698,-0.0256178,-0.0541789,-0.0207544,0.0237552,-0.0081535,0.0150797,-0.0414561,0.0283348,0.0425233,0.000351808,-0.0286446,-0.0858481,-0.0111371,-0.014267,-0.00287536,-0.0149363,-0.0893349,-0.0147351,-0.0202441,0.0986393,-0.0460743,0.0354838,0.0163214,0.0154868,-0.0246853,0.0216145,-0.00222657,-0.0485332,0.0116497,0.00348019,0.055667,0.0626648,-0.0397453,-0.0107456,-0.0201359,0.0183418,-0.00506485,0.0151474,-0.0134639,-0.0243379,0.00549754,0.048264,0.0291412,-0.0576303,-0.0379806,0.00184166,0.00337391,-0.0282812,-0.0591809,0.00205119,-0.0105494,0.0333991,0.038421,-0.00781371,0.0289077,0.00980126,-0.0721199,-0.0360644,-0.0304974,0.0300439,-0.0276702,0.0621862,0.0293144,-0.0100349,-0.0627532,0.0454057,0.0185854,0.0404699,0.0751059,-0.0330851,-0.0751117,-0.0081444,0.0492481,0.0238513,-0.00825854,-0.0378438,-0.0558694,-0.0208335,0.0278444,-0.012716,0.0355454,-0.00912927,-0.0137063,0.0210435,0.064643,0.0118367,-0.0152692,-0.0581667,-0.0607398,0.00925793,-0.0601593,0.060764,-0.0375292,0.0396601,-0.0201408,-0.0164745,0.0369352,0.054083,0.0351257,0.0346621,0.0163427,-0.0256848,0.0382741,-0.0186626,0.0545263,-0.0138868,0.0595501,0.0175866,0.0346116,-0.0427612,-0.0287153,0.0324428,0.0390568,0.0180532,0.0765987,0.0254897,-0.00325749,-0.0369986,0.0421726,0.016808
0 days 00:06:25.500000,-0.0251335,0.0517405,0.0155634,0.0229294,0.040731,0.015644,-0.0791261,0.023816,0.0671693,-0.0579556,-0.0262323,-0.0701171,-0.0398767,-0.0889311,0.0699698,0.00124587,-0.0190636,0.0299216,0.00815748,0.0168049,-0.0048415,-0.046791,-0.0163966,0.0252866,0.0665861,-0.0720152,0.00169728,-0.0628415,0.0267673,0.0444432,-0.0716233,-0.0540449,0.0135975,-0.0223919,0.0543183,0.0154249,-0.022489,-0.00323525,-0.0479555,-0.0520153,0.0326784,-0.0106594,0.0495736,-0.0702549,0.027556,0.0457655,-0.0134458,-0.0377253,-0.0985953,-0.0474619,-0.0343455,-0.000967489,0.0123768,-0.0790213,-0.017499,-0.0245596,0.119935,-0.0725761,0.0637992,0.00994349,-0.000546035,-0.0020456,-0.015312,0.0176577,-0.048333,-0.00646684,-0.00103904,0.049088,0.0503904,-0.0534432,-0.00799131,-0.003946,-0.0034955,-0.0244031,0.0121689,-0.00250138,-0.0333769,-0.0419049,0.0714762,0.0118141,-0.0647938,-0.0336523,-0.0303344,0.0368291,-0.0371985,-0.0878278,-0.0365705,-0.00634138,0.000791153,0.0336843,-0.00771179,0.0395714,0.0137264,-0.0635828,-0.0580287,-0.020602,-0.0311964,-0.0649101,0.0822183,0.0183346,0.00716698,-0.0715513,0.0084868,0.0191365,0.0176617,0.08638,-0.0514111,-0.0609839,-0.0245656,0.0288352,0.0441744,0.00115052,-0.0421979,-0.0636862,-0.0175245,0.0353288,-6.86395e-05,0.0184337,-0.0206485,-0.019494,0.0095453,0.00516529,-0.0415757,-0.0540974,-0.0851301,-0.0650236,-0.013171,-0.0602646,0.109428,-0.0635208,0.0294353,-0.0509159,-0.042212,0.0145957,0.0889931,0.057086,0.0146056,-0.0101407,-0.0266157,0.0338706,-0.0374275,0.0519426,0.0336675,0.0489868,-0.00301167,0.008803,-0.0557326,-0.0598882,0.00486729,0.0252023,0.0572196,0.0717787,0.0401852,-0.0336455,-0.0426285,0.022428,0.00487418
0 days 00:06:27,-0.0424287,0.025129,0.0349218,-0.00291457,0.0408194,0.00806855,-0.0656679,0.027894,0.0511104,-0.0674725,0.00211899,-0.0466041,-0.0148148,-0.0362123,0.054511,0.0102511,-0.00371551,0.0451692,0.0161362,0.00115106,-0.0148896,-0.051286,-0.0230246,-0.00930084,0.0456777,-0.0673458,-0.0173881,-0.0166881,0.00516413,0.0191124,-0.0646155,-0.0393492,0.0325555,-0.0415515,0.0715481,0.0201098,0.0246961,0.0459334,0.00653766,-0.0367146,0.041081,-0.0326914,0.0601297,-0.0464576,0.00789737,0.00241766,-0.00562585,-0.0209678,-0.0543689,-0.0680065,-0.0303359,0.00405342,0.0447859,-0.0296485,-0.0196046,-0.00974796,0.0756003,-0.0817171,0.0647795,0.0277835,0.00269639,-0.00532891,-0.0324286,0.0185799,-0.0441859,0.000168625,-0.00109396,0.0474843,0.0341765,-0.0499682,0.00366046,-0.0167754,-0.00781825,-0.0299735,-0.00144146,-0.017898,-0.0149364,-0.0548188,0.0628918,0.0019702,-0.048518,-0.0203534,-0.0481396,0.0269395,-0.0134547,-0.0807741,-0.0460951,0.00794696,-0.0250473,0.0214737,0.00793542,0.045526,0.00725161,-0.0426093,-0.0457456,-0.00874829,-0.0453344,-0.0661499,0.0490056,-0.00417563,0.0214317,-0.0529365,-0.0167192,0.00351379,-0.00663513,0.0487714,-0.00955451,-0.0213699,-0.0400693,0.0124767,0.0450016,0.0111595,-0.015615,-0.0427555,-0.0187038,0.0100126,0.0189023,0.00785008,0.00969293,-0.0197471,-0.00799211,-0.0318844,-0.0609101,-0.0602084,-0.0814269,-0.0515529,-0.0272327,-0.0435327,0.08216,-0.0685707,-0.0106139,-0.0426309,-0.0433435,-0.0137004,0.059563,0.0430228,0.00448276,-0.0363565,-0.008447,0.0153316,-0.0606912,0.0184083,0.0127869,0.012215,-0.00175916,-0.010305,-0.0499864,-0.0674498,-0.0265935,0.00135681,0.0404798,0.0304688,0.0394922,-0.045888,-0.0236263,-0.00616365,0.0107181
0 days 00:06:28.500000,-0.0102391,-0.00434215,0.0476714,-0.0258539,0.0174289,0.0171677,-0.0162646,0.0142799,-0.00174695,-0.0392174,0.0286172,-0.00555905,0.024178,0.0233765,0.0262488,0.0390687,0.0234459,0.0371759,0.024963,-0.0128367,-0.0207763,-0.0212354,-0.000778646,-0.0246491,0.0165389,-0.025268,0.00478287,0.033514,0.00321725,0.0132955,-0.028506,-0.00903691,0.0362889,-0.0100262,0.047607,0.0102615,0.052803,0.0773268,0.0488696,0.019032,0.0378488,-0.0229837,0.0232611,0.0106399,-0.00961776,-0.0207495,0.0455053,0.0335859,0.014352,-0.0398871,-0.0119779,-0.00748897,0.0275934,0.0260309,0.00752759,0.0223042,0.0102778,-0.0395412,0.0516514,0.0454138,0.0286412,-0.0051161,-0.0125011,0.0199107,-0.00433994,-0.00119442,0.0231155,0.0475629,0.0187497,-0.0217303,0.0158032,-0.0049775,-0.00542237,0.00136714,-0.0111992,-0.0211707,0.0299322,-0.0230375,0.0294856,0.0211465,-0.0179422,0.00410029,-0.0206048,-0.0182982,0.0195496,-0.0219674,0.00453163,0.0199491,-0.0228542,0.00445634,0.0458052,0.0376494,-0.00014351,-0.0074903,0.0117779,0.0113148,-0.00760716,-0.0227937,-0.0038227,-0.0127481,0.0278902,-0.00919419,-0.00825949,-0.00229153,-0.00194375,0.0185076,0.042696,0.024991,-0.0238274,-0.0164087,0.0311145,0.0253086,0.0300867,0.0182012,0.0103437,-0.0185235,0.0183642,-0.00656715,0.0402507,0.00514331,-0.0209025,-0.0260523,-0.0230534,-0.0152378,-0.0332353,-0.0084513,-0.0252005,-0.00983116,0.00587841,-0.0413006,-0.0354556,0.00750116,-0.00500277,0.0011187,0.00687674,-0.0016682,0.0172521,-0.0122025,0.0178088,0.0260394,-0.0400573,-0.00851064,-0.0235351,-0.0205768,0.00969508,-0.00505024,-0.00862268,-0.0301422,-0.00775525,-0.0252093,-0.00401012,-0.00709804,0.0106952,-0.0203817,0.011344,-0.0180979,-0.00196998
0 days 00:06:30,0.0306364,0.00674129,0.0265756,-0.0454194,-0.0218423,0.0174106,0.0513473,-0.0197022,-0.00720702,0.0119617,0.0299578,0.050211,0.0420257,0.0460004,0.00893438,0.0408793,0.0208449,0.00713973,0.00523262,0.00205684,-0.0362547,0.0129159,0.0213771,-0.0194249,-0.0204615,0.0166782,0.0304403,0.0419429,-0.00983763,0.0220509,0.0337966,0.0200462,0.00209445,0.0321919,-0.00319047,-0.0190254,0.0294387,0.0266279,0.0330047,0.0562937,0.00212349,0.0325454,-0.0332424,0.031983,-0.0193736,0.0155921,0.07384,0.065198,0.0555153,0.0164813,-0.00889403,-0.0267777,-0.019129,0.0501301,0.0428585,0.0397654,-0.025515,0.0394576,0.0148985,0.00797965,0.0389354,0.0298274,0.00178132,0.0194191,0.0524509,-0.0163643,0.0543838,0.0253381,-0.000140452,0.0056785,0.0169482,0.0480818,-0.0265656,0.0484084,-0.0077967,0.00477332,0.0548162,0.0122274,-0.00487063,0.0270848,0.0201604,0.0168973,0.022152,-0.0235683,0.0371982,0.0432149,0.0411486,0.0153275,-0.0184414,-0.0244327,0.0568406,0.00116283,-0.0103591,0.039337,0.0494596,0.00605918,0.0182293,0.0287814,-0.021483,-0.0199851,0.0154975,0.0428511,-0.0137791,0.0136635,0.0137516,0.0076983,0.0549811,0.0515419,0.00504526,-0.0520283,0.0131938,0.0343188,0.0566365,0.0747481,0.0452254,-0.0330159,-0.00253954,-0.0241625,0.0328043,0.0348931,-0.0205556,-0.0195155,0.0198064,0.0189686,0.0347853,0.0378615,-0.0277717,0.0361358,-0.0380439,0.00421137,-0.00753456,0.0549709,0.028226,0.0323393,-0.00308764,-0.032133,0.0286574,0.0389205,0.0142063,0.0350594,0.0186741,-0.0181231,0.00140037,-0.0341317,-0.00405246,0.00940121,0.0493584,0.0268495,0.0316515,-0.0408991,-0.0180681,-0.0148803,-0.0318938,0.0176565,0.0493701,-0.0195452,-0.0326731
0 days 00:06:31.500000,0.03977,0.0248346,-0.00151332,-0.0456935,-0.0505424,-0.00175253,0.0763805,-0.0537404,0.0183399,0.0531554,0.00730354,0.0757002,0.0220971,0.0388682,-0.00174807,0.00670561,-0.0122084,-0.00337466,-0.0380977,0.0247952,-0.041735,0.00464041,0.0338315,-0.00462331,-0.0538638,0.0466354,0.0210241,0.0151481,-0.0493399,-0.000986481,0.075473,0.0122667,-0.0362869,0.0432464,-0.0189265,-0.0466798,-0.0177867,-0.0644345,-0.00949562,0.0501317,-0.0376325,0.0631187,-0.0547432,0.00988976,-0.0166873,0.0564787,0.0376058,0.0336712,0.0608507,0.0592433,-0.0175893,-0.0284659,-0.0345545,0.049032,0.0502971,0.0197904,-0.0429375,0.0867817,-0.033994,-0.0632565,0.0254989,0.0568714,-0.0165845,-0.00187252,0.0788594,-0.0159362,0.0638224,-0.015179,-0.0183776,0.00846792,0.00452085,0.0775376,-0.0541751,0.0700014,0.00081917,0.013139,0.0428401,0.0321917,-0.0231221,0.00175239,0.0487,-0.000687698,0.0410216,0.0299033,0.0392573,0.0575174,-0.000667856,0.00232954,-0.0246783,-0.0542409,0.0183366,-0.0481898,-0.0149833,0.0671053,0.0347383,-0.0267801,0.006872,0.060791,-0.00691457,-0.0327961,-0.00303171,0.0738342,-0.0479344,0.0429285,0.0051657,-0.0238961,0.0423158,0.0613057,-0.00214177,-0.0566088,0.0013652,0.0253788,0.0409183,0.0868938,0.0321497,-0.037522,-0.0149063,-0.0335666,0.00100015,0.030494,-0.0133107,-0.0292291,0.0323572,0.0037525,0.0715869,0.0441984,-0.0422599,0.0559049,-0.0240522,0.039963,0.0354359,0.0743021,0.00921367,0.042262,0.0180111,-0.0300613,0.0249581,0.0650877,-0.0164594,0.0115823,0.0382812,-0.0245161,0.0633946,-0.0331538,-0.0268377,0.00692453,0.0669933,0.0659752,0.0438594,-0.0251387,0.00422586,-0.00781602,-0.0431885,0.0412653,0.0702031,-0.0175853,-0.0364885
0 days 00:06:33,0.0287182,0.00585352,-0.00483852,-0.026578,-0.0413241,-0.0154126,0.0340691,-0.069157,0.00291619,0.0577232,-0.0196807,0.0428468,-0.000633453,0.0324421,-0.00842659,-0.0168454,-0.0285414,0.0157216,-0.0536426,0.020638,-0.0225469,-0.0248826,0.049097,0.0129757,-0.0632081,0.0618701,-0.00431347,-0.00300525,-0.068763,-0.0424378,0.0572217,-0.0237663,-0.0390075,0.0324084,0.00548642,-0.0439695,-0.0404222,-0.0764493,-0.0230913,0.026944,-0.0418829,0.0232221,-0.0278011,-0.00471707,0.00189661,0.0339181,-0.0063351,-0.0093185,0.0484143,0.0652726,-0.0155764,-0.012359,-0.0154394,0.0514596,0.0276718,-0.0175285,-0.0626823,0.0640965,-0.0532983,-0.0844319,0.00930187,0.0290929,-0.0355695,-0.033087,0.0661027,-0.00124844,0.0413018,-0.037526,-0.0266916,-0.00570045,-0.00812175,0.0404273,-0.0435705,0.0499377,-0.00421944,-0.0165568,0.0296074,0.0484715,-0.025866,-0.0167254,0.038977,-0.0212371,0.0393524,0.0649657,0.0305506,0.0245538,-0.0597483,-0.00329518,-0.0231163,-0.0573041,-0.019979,-0.0678351,-0.00802514,0.0497636,0.0120284,-0.0406457,0.000207155,0.0646112,-0.00587554,-0.0282527,-0.00650896,0.0605233,-0.0576094,0.0599785,-0.0214308,-0.0660624,0.0329637,0.0673638,-0.0295329,-0.0280202,-0.00645734,0.0060999,0.0107004,0.0624499,-0.00997758,-0.0330619,-0.00745775,-0.0396583,-0.0201249,-0.00141244,-0.0141154,-0.0215044,0.0300267,-0.022121,0.0568152,0.0172614,-0.0417419,0.022341,-0.00382782,0.0382568,0.0344715,0.0670827,-0.0314611,0.0365936,0.0124887,-0.0211682,0.0222799,0.0504375,-0.0353761,-0.0104749,-0.00432027,-0.0296909,0.0751311,-0.0285255,-0.0201208,-0.0104045,0.0274463,0.0678795,0.0274271,0.0158033,0.0201962,-0.014656,-0.00566912,0.0499559,0.0555794,-0.00517507,-0.00863573
0 days 00:06:34.500000,0.0235668,-0.0288757,-0.00928326,-0.0135032,-0.0159271,-0.0259343,-0.0208571,-0.067554,-0.0388408,0.02538,-0.0403999,-0.00907021,0.00837614,0.0301632,-0.0119253,-0.0183057,-0.019372,0.023517,-0.0300791,-0.00715375,-0.0120593,-0.0216035,0.0595256,0.0229595,-0.0594358,0.0630928,-0.0238906,0.00336482,-0.0414392,-0.0502041,0.00669534,-0.0313047,-0.0325701,0.0226846,0.00652429,-0.0278548,-0.0461889,-0.00354975,-0.0142636,0.00996765,-0.0412798,-0.0338879,-0.00331773,-0.00281518,0.0194788,-0.0321411,-0.00415471,-0.00573726,0.0295494,0.0447695,-0.00754328,-0.00711394,-0.00206048,0.0524883,-0.00592673,-0.0429841,-0.0604494,0.0156566,-0.0448457,-0.0524457,-0.0179081,-0.0210526,-0.0334881,-0.0491027,0.048153,-0.000306481,-0.00565665,-0.0349669,-0.0224026,-0.0180299,-0.0125325,-0.0148376,0.00027715,0.0117945,-0.0209244,-0.0340534,0.0318406,0.0554397,-0.023716,-0.0192514,-0.00295837,-0.0149858,0.0348969,0.03712,0.00714955,-0.00854403,-0.0518544,-0.0121195,-0.0162104,-0.037715,-0.0196836,-0.0554436,-0.0176125,0.00598285,0.00688331,-0.0307997,0.0204694,0.0444923,-0.027486,-0.00659607,-0.011142,0.017077,-0.0244918,0.037197,-0.0336679,-0.0624652,0.0207177,0.0681331,-0.0254982,-0.00728347,-0.0289663,-0.0113909,0.00472224,0.0327595,-0.0177252,-0.0258881,-0.00421197,-0.0499367,-0.0115815,-0.0213232,-0.0204723,0.0146005,0.0239465,-0.0250682,0.0230816,0.000337678,-0.0226662,-0.0311915,-0.0210477,-0.00438061,0.00323165,0.0409584,-0.0383941,0.0187981,-0.0251946,-0.0282207,0.0294815,0.0114977,-0.036683,-0.0111537,-0.0432021,-0.0368991,0.0258325,-0.0339797,0.00335652,-0.0176652,-0.0175694,0.0441754,-0.00125477,0.0387555,0.00423459,-0.0397258,0.031501,0.0448084,0.0177078,0.00940242,0.00356908
0 days 00:06:36,0.0274939,-0.041291,-0.0444547,-0.0207323,-0.0239449,-0.0571393,-0.0359016,-0.064528,-0.0447109,-0.0123266,-0.0563664,-0.0304745,0.0318591,0.0185153,-0.0244729,-0.0331166,-0.0295528,0.00376827,-0.0209723,-0.0254561,-0.0388466,0.00556207,0.0471943,0.0217183,-0.069178,0.0653528,-0.0498838,0.00938929,-0.0129395,-0.0268979,-0.0197336,0.00146675,-0.0605088,0.0103965,-0.0375672,-0.0404818,-0.0656147,0.0292315,-0.0281619,-0.000954689,-0.0814284,-0.0491855,-0.026365,-0.018436,0.0161263,-0.0713581,0.00778182,0.0201413,0.0145206,0.0275036,-0.0103774,-0.0256341,-0.00166214,0.026025,-0.03169,-0.053472,-0.024535,0.00136375,-0.0551718,-0.0502245,-0.0625026,-0.0383323,-0.0380062,-0.0573834,0.0469678,-0.0117302,-0.0554707,-0.0452863,-0.0179255,-0.0196929,-0.0233395,-0.0309528,0.0225909,-0.00805363,-0.0271089,-0.0142917,0.0233598,0.0379923,-0.0269377,-0.0412555,-0.0271044,-0.00529416,0.0255375,0.00568842,-0.0200326,-0.0170817,-0.00976262,-0.0400511,-0.0270889,-0.0334692,-0.00905626,-0.0540683,-0.0599898,-0.0236093,-0.0097317,-0.0378873,0.0333422,0.0247941,-0.0412613,-0.00252159,-0.0444338,-0.0129693,-0.00222248,-0.0208282,-0.0287054,-0.0220374,-0.00308084,0.0613001,-0.00401202,-0.00864096,-0.0654103,-0.0340149,0.0102525,0.0187674,0.00576618,-0.0355669,-0.0179921,-0.0526151,0.0156118,-0.0210616,-0.0168839,0.0413496,0.0149647,-0.0236875,0.00857724,0.00204004,-0.0225007,-0.0518875,-0.0576414,-0.0499665,-0.00665545,0.014828,-0.0256177,-0.0213222,-0.054215,-0.0436508,0.0321394,-0.0245556,-0.0396995,-0.0246774,-0.0422467,-0.0601075,-0.00973086,-0.0538058,0.00392836,-0.0130594,-0.0270304,0.0242596,-0.0293009,0.0182061,-0.0266361,-0.0629773,0.0151847,0.0185579,-0.00858348,0.00133127,-0.0189454
0 days 00:06:37.500000,0.0339094,-0.0368932,-0.072927,-0.0327661,-0.0562023,-0.07969,-0.022494,-0.0613414,-0.0268198,-0.0204587,-0.0553094,-0.021337,0.038405,0.00554694,-0.0412673,-0.0542799,-0.0572289,-0.013058,-0.0449168,-0.020631,-0.065417,0.0117238,0.0230048,0.0209598,-0.0741363,0.0676082,-0.0691624,0.00234934,-0.0215619,-0.0111452,-0.0108676,0.0213222,-0.0924668,-0.00917439,-0.069687,-0.0701152,-0.0713717,-0.0201284,-0.0593525,-0.00996428,-0.112777,-0.038109,-0.0667318,-0.0378798,0.00455297,-0.0599804,-0.0114554,0.02332,0.012789,0.0263532,-0.0146503,-0.0361184,0.0109298,-0.0114022,-0.0275305,-0.048239,8.70249e-05,0.0168054,-0.0787995,-0.0846122,-0.0762944,-0.0277756,-0.0565167,-0.0707039,0.0493207,-0.0215709,-0.0759995,-0.0767909,-0.0293331,-0.00605036,-0.044751,-0.0219671,0.00168771,-0.000927527,-0.0251908,-0.00183483,0.00239695,0.0111784,-0.0379898,-0.0714447,-0.00996857,-0.0154403,0.00999365,0.0186874,-0.0222333,-0.0072427,-0.00611236,-0.0589037,-0.0414001,-0.0519241,-0.0126066,-0.0653689,-0.0822757,-0.02304,-0.0312688,-0.0497655,0.0174857,0.0253011,-0.0388349,-0.0180215,-0.0772077,-0.0103027,-0.0176459,-0.0685601,-0.0291186,-0.00748118,-0.0308029,0.0507242,-0.00613936,-0.0125666,-0.0755196,-0.0612786,-0.0062814,0.0228411,0.00866801,-0.0563345,-0.025172,-0.0391713,0.0280214,-0.0210437,-0.0073627,0.0349875,0.024078,-0.0240348,0.0133651,0.00258259,-0.042995,-0.0330661,-0.0722666,-0.0512657,-0.000251408,0.00875859,-0.0333896,-0.0521774,-0.057976,-0.0484645,0.0233711,-0.02873,-0.0263137,-0.0506503,-0.032417,-0.0817523,-0.00101174,-0.0647708,-0.0143739,-0.0196356,-0.0168086,0.018076,-0.0311098,-0.0175323,-0.0440358,-0.0658292,-0.0328823,-0.0158677,-0.0111633,-0.0306861,-0.0436903
